Date,team,opponent,opponent_rank
2008-09-07,NY Jets,Miami,16
2008-09-07,Atlanta,Detroit,9
2008-09-07,Tennessee,Jacksonville,29
2008-09-07,Baltimore,Cincinnati,5
2008-09-07,Carolina,LA Chargers,25
2008-09-07,Dallas,Cleveland,6
2008-09-07,Arizona,San Francisco,24
2008-09-07,Chicago,Indianapolis,12
2008-09-14,Green Bay,Minnesota,18
2008-09-14,Denver,Las Vegas,31
2008-09-14,NY Giants,LA Rams,32
2008-09-14,Las Vegas,Kansas City,20
2008-09-14,Tennessee,Cincinnati,19
2008-09-14,Washington,New Orleans,16
2008-09-14,Buffalo,Jacksonville,21
2008-09-14,Carolina,Chicago,5
2008-09-14,Green Bay,Detroit,25
2008-09-14,Indianapolis,Minnesota,18
2008-09-14,Tampa Bay,Atlanta,8
2008-09-14,San Francisco,Seattle,30
2008-09-14,Arizona,Miami,24
2008-09-14,New England,NY Jets,9
2008-09-14,Denver,LA Chargers,22
2008-09-14,Pittsburgh,Cleveland,29
2008-09-21,Dallas,Philadelphia,3
2008-09-21,Tennessee,Houston,25
2008-09-21,Atlanta,Kansas City,27
2008-09-21,NY Giants,Cincinnati,26
2008-09-21,Miami,New England,11
2008-09-21,Washington,Arizona,2
2008-09-21,Buffalo,Las Vegas,23
2008-09-21,Tampa Bay,Chicago,10
2008-09-21,Minnesota,Carolina,13
2008-09-21,Denver,New Orleans,16
2008-09-21,San Francisco,Detroit,31
2008-09-21,Seattle,LA Rams,32
2008-09-21,Philadelphia,Pittsburgh,9
2008-09-21,Jacksonville,Indianapolis,24
2008-09-21,Baltimore,Cleveland,28
2008-09-21,Dallas,Green Bay,6
2008-09-28,LA Chargers,NY Jets,27
2008-09-28,Kansas City,Denver,6
2008-09-28,Jacksonville,Houston,28
2008-09-28,NY Jets,Arizona,5
2008-09-28,Tampa Bay,Green Bay,13
2008-09-28,Cleveland,Cincinnati,24
2008-09-28,Tennessee,Minnesota,20
2008-09-28,New Orleans,San Francisco,16
2008-09-28,Carolina,Atlanta,14
2008-09-28,Buffalo,LA Rams,32
2008-09-28,LA Chargers,Las Vegas,22
2008-09-28,Washington,Dallas,1
2008-09-28,Chicago,Philadelphia,3
2008-10-05,Pittsburgh,Baltimore,10
2008-10-05,Indianapolis,Houston,29
2008-10-05,Atlanta,Green Bay,16
2008-10-05,Tennessee,Baltimore,10
2008-10-05,Chicago,Detroit,31
2008-10-05,NY Giants,Seattle,23
2008-10-05,Miami,LA Chargers,6
2008-10-05,Washington,Philadelphia,3
2008-10-05,Carolina,Kansas City,30
2008-10-05,Denver,Tampa Bay,7
2008-10-05,New England,San Francisco,21
2008-10-05,Dallas,Cincinnati,28
2008-10-05,Arizona,Buffalo,2
2008-10-05,Pittsburgh,Jacksonville,20
2008-10-12,Minnesota,New Orleans,16
2008-10-12,Houston,Miami,15
2008-10-12,Indianapolis,Baltimore,12
2008-10-12,New Orleans,Las Vegas,25
2008-10-12,Atlanta,Chicago,3
2008-10-12,Tampa Bay,Carolina,4
2008-10-12,NY Jets,Cincinnati,26
2008-10-12,LA Rams,Washington,9
2008-10-12,Minnesota,Detroit,31
2008-10-12,Jacksonville,Denver,13
2008-10-12,Arizona,Dallas,5
2008-10-12,Philadelphia,San Francisco,24
2008-10-12,Green Bay,Seattle,29
2008-10-12,LA Chargers,New England,21
2008-10-19,Cleveland,NY Giants,5
2008-10-19,Tennessee,Kansas City,30
2008-10-19,LA Rams,Dallas,6
2008-10-19,NY Giants,San Francisco,25
2008-10-19,Buffalo,LA Chargers,7
2008-10-19,Baltimore,Miami,18
2008-10-19,Chicago,Minnesota,21
2008-10-19,Carolina,New Orleans,9
2008-10-19,Pittsburgh,Cincinnati,27
2008-10-19,Houston,Detroit,31
2008-10-19,Las Vegas,NY Jets,17
2008-10-19,Green Bay,Indianapolis,13
2008-10-19,Washington,Cleveland,23
2008-10-19,Tampa Bay,Seattle,29
2008-10-26,New England,Denver,24
2008-10-26,Philadelphia,Atlanta,14
2008-10-26,New England,LA Rams,30
2008-10-26,Baltimore,Las Vegas,27
2008-10-26,Dallas,Tampa Bay,3
2008-10-26,Washington,Detroit,31
2008-10-26,Carolina,Arizona,8
2008-10-26,NY Jets,Kansas City,32
2008-10-26,Miami,Buffalo,11
2008-10-26,New Orleans,LA Chargers,9
2008-10-26,Houston,Cincinnati,29
2008-10-26,Cleveland,Jacksonville,19
2008-10-26,Seattle,San Francisco,26
2008-10-26,NY Giants,Pittsburgh,2
2008-11-02,Tennessee,Indianapolis,19
2008-11-02,Arizona,LA Rams,29
2008-11-02,NY Jets,Buffalo,14
2008-11-02,Tennessee,Green Bay,9
2008-11-02,Baltimore,Cleveland,20
2008-11-02,Chicago,Detroit,32
2008-11-02,Cincinnati,Jacksonville,23
2008-11-02,Tampa Bay,Kansas City,31
2008-11-02,Minnesota,Houston,24
2008-11-02,Miami,Denver,25
2008-11-02,Atlanta,Las Vegas,28
2008-11-02,NY Giants,Dallas,13
2008-11-02,Philadelphia,Seattle,26
2008-11-02,Indianapolis,New England,17
2008-11-09,Pittsburgh,Washington,17
2008-11-09,Denver,Cleveland,24
2008-11-09,Tennessee,Chicago,6
2008-11-09,Baltimore,Houston,23
2008-11-09,New England,Buffalo,19
2008-11-09,Jacksonville,Detroit,29
2008-11-09,Atlanta,New Orleans,13
2008-11-09,NY Jets,LA Rams,32
2008-11-09,Miami,Seattle,26
2008-11-09,Minnesota,Green Bay,9
2008-11-09,Carolina,Las Vegas,31
2008-11-09,LA Chargers,Kansas City,30
2008-11-09,Indianapolis,Pittsburgh,4
2008-11-09,NY Giants,Philadelphia,3
2008-11-16,Arizona,San Francisco,27
2008-11-16,NY Jets,New England,16
2008-11-16,New Orleans,Kansas City,28
2008-11-16,Miami,Las Vegas,30
2008-11-16,Tampa Bay,Minnesota,21
2008-11-16,Denver,Atlanta,11
2008-11-16,NY Giants,Baltimore,5
2008-11-16,Green Bay,Chicago,10
2008-11-16,Indianapolis,Houston,25
2008-11-16,Carolina,Detroit,31
2008-11-16,Philadelphia,Cincinnati,29
2008-11-16,San Francisco,LA Rams,32
2008-11-16,Arizona,Seattle,26
2008-11-16,Tennessee,Jacksonville,17
2008-11-16,Pittsburgh,LA Chargers,13
2008-11-16,Dallas,Washington,20
2008-11-23,Cleveland,Buffalo,22
2008-11-23,Pittsburgh,Cincinnati,28
2008-11-23,Chicago,LA Rams,32
2008-11-23,Buffalo,Kansas City,29
2008-11-23,NY Jets,Tennessee,1
2008-11-23,Baltimore,Philadelphia,5
2008-11-23,New England,Miami,18
2008-11-23,Dallas,San Francisco,26
2008-11-23,Tampa Bay,Detroit,31
2008-11-23,Houston,Cleveland,23
2008-11-23,Minnesota,Jacksonville,20
2008-11-23,Las Vegas,Denver,24
2008-11-23,Atlanta,Carolina,7
2008-11-23,NY Giants,Arizona,8
2008-11-23,Washington,Seattle,27
2008-11-23,Indianapolis,LA Chargers,12
2008-11-30,New Orleans,Green Bay,8
2008-11-30,Tennessee,Detroit,31
2008-11-30,Dallas,Seattle,28
2008-11-30,Philadelphia,Arizona,15
2008-11-30,Miami,LA Rams,32
2008-11-30,San Francisco,Buffalo,19
2008-11-30,Tampa Bay,New Orleans,11
2008-11-30,Carolina,Green Bay,8
2008-11-30,Baltimore,Cincinnati,29
2008-11-30,Indianapolis,Cleveland,23
2008-11-30,NY Giants,Washington,20
2008-11-30,Atlanta,LA Chargers,16
2008-11-30,Pittsburgh,New England,14
2008-11-30,Kansas City,Las Vegas,27
2008-11-30,Denver,NY Jets,4
2008-11-30,Minnesota,Chicago,12
2008-12-07,Houston,Jacksonville,24
2008-12-07,LA Chargers,Las Vegas,28
2008-12-07,New Orleans,Atlanta,7
2008-12-07,Chicago,Jacksonville,24
2008-12-07,Indianapolis,Cincinnati,30
2008-12-07,Houston,Green Bay,10
2008-12-07,Minnesota,Detroit,31
2008-12-07,Tennessee,Cleveland,22
2008-12-07,Philadelphia,NY Giants,1
2008-12-07,Denver,Kansas City,29
2008-12-07,San Francisco,NY Jets,9
2008-12-07,Miami,Buffalo,19
2008-12-07,New England,Seattle,27
2008-12-07,Arizona,LA Rams,32
2008-12-07,Pittsburgh,Dallas,15
2008-12-07,Baltimore,Washington,20
2008-12-14,Carolina,Tampa Bay,7
2008-12-14,Chicago,New Orleans,11
2008-12-14,Seattle,LA Rams,32
2008-12-14,LA Chargers,Kansas City,29
2008-12-14,NY Jets,Buffalo,22
2008-12-14,Indianapolis,Detroit,31
2008-12-14,Atlanta,Tampa Bay,7
2008-12-14,Cincinnati,Washington,21
2008-12-14,Miami,San Francisco,26
2008-12-14,Jacksonville,Green Bay,10
2008-12-14,Houston,Tennessee,1
2008-12-14,Minnesota,Arizona,14
2008-12-14,New England,Las Vegas,28
2008-12-14,Pittsburgh,Baltimore,3
2008-12-14,Carolina,Denver,23
2008-12-14,Dallas,NY Giants,2
2008-12-21,Philadelphia,Cleveland,24
2008-12-21,Indianapolis,Jacksonville,23
2008-12-21,Baltimore,Dallas,15
2008-12-21,Miami,Kansas City,28
2008-12-21,San Francisco,LA Rams,32
2008-12-21,Tennessee,Pittsburgh,4
2008-12-21,New England,Arizona,18
2008-12-21,LA Chargers,Tampa Bay,7
2008-12-21,Cincinnati,Cleveland,24
2008-12-21,New Orleans,Detroit,31
2008-12-21,Las Vegas,Houston,20
2008-12-21,Seattle,NY Jets,13
2008-12-21,Buffalo,Denver,25
2008-12-21,Atlanta,Minnesota,8
2008-12-21,Washington,Philadelphia,5
2008-12-21,NY Giants,Carolina,6
2008-12-28,Chicago,Green Bay,14
2008-12-28,New England,Buffalo,19
2008-12-28,Las Vegas,Tampa Bay,12
2008-12-28,Green Bay,Detroit,31
2008-12-28,Pittsburgh,Cleveland,26
2008-12-28,Indianapolis,Tennessee,1
2008-12-28,Atlanta,LA Rams,32
2008-12-28,Cincinnati,Kansas City,29
2008-12-28,Carolina,New Orleans,7
2008-12-28,Houston,Chicago,16
2008-12-28,Minnesota,NY Giants,3
2008-12-28,Arizona,Seattle,27
2008-12-28,San Francisco,Washington,22
2008-12-28,Philadelphia,Dallas,17
2008-12-28,Baltimore,Jacksonville,23
2008-12-28,Miami,NY Jets,15
2008-12-28,LA Chargers,Denver,24
2009-01-04,Arizona,Atlanta,11
2009-01-04,LA Chargers,Indianapolis,8
2009-01-04,Baltimore,Miami,17
2009-01-04,Philadelphia,Minnesota,12
2009-01-11,Baltimore,Tennessee,5
2009-01-11,Arizona,Carolina,10
2009-01-11,Philadelphia,NY Giants,4
2009-01-11,Pittsburgh,LA Chargers,7
2009-01-18,Arizona,Philadelphia,2
2009-01-18,Pittsburgh,Baltimore,1
2009-02-01,Pittsburgh,Arizona,16
2007-09-09,Indianapolis,New Orleans,32
2007-09-09,Carolina,LA Rams,14
2007-09-09,Minnesota,Atlanta,2
2007-09-09,Denver,Buffalo,3
2007-09-09,Green Bay,Philadelphia,19
2007-09-09,Washington,Miami,15
2007-09-09,New England,NY Jets,20
2007-09-09,Pittsburgh,Cleveland,6
2007-09-09,Tennessee,Jacksonville,29
2007-09-09,Houston,Kansas City,12
2007-09-09,Detroit,Las Vegas,13
2007-09-09,LA Chargers,Chicago,4
2007-09-09,Seattle,Tampa Bay,25
2007-09-09,Dallas,NY Giants,18
2007-09-16,Cincinnati,Baltimore,21
2007-09-16,San Francisco,Arizona,17
2007-09-16,San Francisco,LA Rams,27
2007-09-16,Pittsburgh,Buffalo,20
2007-09-16,Houston,Carolina,6
2007-09-16,Indianapolis,Tennessee,11
2007-09-16,Tampa Bay,New Orleans,31
2007-09-16,Cleveland,Cincinnati,12
2007-09-16,Green Bay,NY Giants,23
2007-09-16,Jacksonville,Atlanta,28
2007-09-16,Arizona,Seattle,8
2007-09-16,Dallas,Miami,15
2007-09-16,Detroit,Minnesota,5
2007-09-16,Baltimore,NY Jets,30
2007-09-16,Denver,Las Vegas,29
2007-09-16,Chicago,Kansas City,26
2007-09-16,New England,LA Chargers,9
2007-09-23,Washington,Philadelphia,21
2007-09-23,Kansas City,Minnesota,8
2007-09-23,Baltimore,Arizona,14
2007-09-23,New England,Buffalo,26
2007-09-23,Philadelphia,Detroit,7
2007-09-23,NY Jets,Miami,24
2007-09-23,Pittsburgh,San Francisco,12
2007-09-23,Tampa Bay,LA Rams,28
2007-09-23,Green Bay,LA Chargers,22
2007-09-23,Indianapolis,Houston,4
2007-09-23,Jacksonville,Denver,15
2007-09-23,Seattle,Cincinnati,17
2007-09-23,Las Vegas,Cleveland,29
2007-09-23,Carolina,Atlanta,27
2007-09-23,NY Giants,Washington,10
2007-09-23,Dallas,Chicago,19
2007-09-30,Tennessee,New Orleans,32
2007-09-30,Atlanta,Houston,6
2007-09-30,Dallas,LA Rams,30
2007-09-30,Buffalo,NY Jets,28
2007-09-30,Cleveland,Baltimore,17
2007-09-30,Detroit,Chicago,27
2007-09-30,Green Bay,Minnesota,10
2007-09-30,Las Vegas,Miami,23
2007-09-30,Seattle,San Francisco,19
2007-09-30,Tampa Bay,Carolina,12
2007-09-30,Arizona,Pittsburgh,2
2007-09-30,Kansas City,LA Chargers,18
2007-09-30,Indianapolis,Denver,21
2007-09-30,NY Giants,Philadelphia,7
2007-10-07,New England,Cincinnati,22
2007-10-07,Jacksonville,Kansas City,17
2007-10-07,NY Giants,NY Jets,26
2007-10-07,Pittsburgh,Seattle,6
2007-10-07,New England,Cleveland,20
2007-10-07,Arizona,LA Rams,32
2007-10-07,Washington,Detroit,19
2007-10-07,Houston,Miami,29
2007-10-07,Carolina,New Orleans,31
2007-10-07,Tennessee,Atlanta,24
2007-10-07,Indianapolis,Tampa Bay,7
2007-10-07,Baltimore,San Francisco,28
2007-10-07,LA Chargers,Denver,23
2007-10-07,Chicago,Green Bay,5
2007-10-14,Dallas,Buffalo,29
2007-10-14,Kansas City,Cincinnati,21
2007-10-14,Philadelphia,NY Jets,27
2007-10-14,Baltimore,LA Rams,32
2007-10-14,Minnesota,Chicago,23
2007-10-14,Green Bay,Washington,6
2007-10-14,Tampa Bay,Tennessee,7
2007-10-14,Jacksonville,Houston,12
2007-10-14,Cleveland,Miami,26
2007-10-14,Carolina,Arizona,14
2007-10-14,LA Chargers,Las Vegas,18
2007-10-14,New England,Dallas,3
2007-10-14,New Orleans,Seattle,8
2007-10-21,NY Giants,Atlanta,26
2007-10-21,Buffalo,Baltimore,17
2007-10-21,Washington,Arizona,18
2007-10-21,New England,Miami,28
2007-10-21,Tennessee,Houston,16
2007-10-21,Detroit,Tampa Bay,12
2007-10-21,New Orleans,Atlanta,26
2007-10-21,NY Giants,San Francisco,27
2007-10-21,Cincinnati,NY Jets,25
2007-10-21,Kansas City,Las Vegas,21
2007-10-21,Chicago,Philadelphia,10
2007-10-21,Dallas,Minnesota,13
2007-10-21,Seattle,LA Rams,32
2007-10-21,Denver,Pittsburgh,2
2007-10-28,Indianapolis,Jacksonville,12
2007-10-28,Cleveland,LA Rams,32
2007-10-28,Pittsburgh,Cincinnati,22
2007-10-28,Tennessee,Las Vegas,23
2007-10-28,Indianapolis,Carolina,15
2007-10-28,NY Giants,Miami,31
2007-10-28,Philadelphia,Minnesota,14
2007-10-28,Detroit,Chicago,21
2007-10-28,Buffalo,NY Jets,27
2007-10-28,Jacksonville,Tampa Bay,13
2007-10-28,LA Chargers,Houston,16
2007-10-28,New Orleans,San Francisco,30
2007-10-28,New England,Washington,8
2007-11-04,Green Bay,Denver,28
2007-11-04,Green Bay,Kansas City,16
2007-11-04,Tampa Bay,Arizona,19
2007-11-04,Detroit,Denver,28
2007-11-04,Tennessee,Carolina,18
2007-11-04,Atlanta,San Francisco,31
2007-11-04,Buffalo,Cincinnati,23
2007-11-04,New Orleans,Jacksonville,10
2007-11-04,Washington,NY Jets,29
2007-11-04,Minnesota,LA Chargers,5
2007-11-04,Cleveland,Seattle,11
2007-11-04,Houston,Las Vegas,20
2007-11-04,New England,Indianapolis,2
2007-11-04,Dallas,Philadelphia,9
2007-11-11,Pittsburgh,Baltimore,25
2007-11-11,Denver,Kansas City,21
2007-11-11,Buffalo,Miami,28
2007-11-11,Pittsburgh,Cleveland,16
2007-11-11,LA Rams,New Orleans,17
2007-11-11,Green Bay,Minnesota,10
2007-11-11,Atlanta,Carolina,20
2007-11-11,Jacksonville,Tennessee,6
2007-11-11,Philadelphia,Washington,15
2007-11-11,Cincinnati,Baltimore,25
2007-11-11,Arizona,Detroit,13
2007-11-11,Chicago,Las Vegas,24
2007-11-11,Dallas,NY Giants,7
2007-11-11,LA Chargers,Indianapolis,2
2007-11-18,Seattle,San Francisco,31
2007-11-18,Houston,New Orleans,22
2007-11-18,Arizona,Cincinnati,20
2007-11-18,Philadelphia,Miami,29
2007-11-18,Indianapolis,Kansas City,24
2007-11-18,Green Bay,Carolina,23
2007-11-18,Cleveland,Baltimore,26
2007-11-18,NY Giants,Detroit,13
2007-11-18,Jacksonville,LA Chargers,6
2007-11-18,Minnesota,Las Vegas,25
2007-11-18,Tampa Bay,Atlanta,27
2007-11-18,NY Jets,Pittsburgh,3
2007-11-18,Dallas,Washington,16
2007-11-18,LA Rams,San Francisco,31
2007-11-18,Seattle,Chicago,18
2007-11-18,New England,Buffalo,19
2007-11-25,Denver,Tennessee,12
2007-11-25,Green Bay,Detroit,17
2007-11-25,Dallas,NY Jets,29
2007-11-25,Indianapolis,Atlanta,30
2007-11-25,Seattle,LA Rams,31
2007-11-25,Las Vegas,Kansas City,21
2007-11-25,Tampa Bay,Washington,13
2007-11-25,Cincinnati,Tennessee,12
2007-11-25,Minnesota,NY Giants,9
2007-11-25,Jacksonville,Buffalo,25
2007-11-25,New Orleans,Carolina,23
2007-11-25,Cleveland,Houston,19
2007-11-25,San Francisco,Arizona,15
2007-11-25,LA Chargers,Baltimore,26
2007-11-25,Chicago,Denver,27
2007-11-25,New England,Philadelphia,11
2007-12-02,Pittsburgh,Miami,25
2007-12-02,Dallas,Green Bay,5
2007-12-02,LA Chargers,Kansas City,22
2007-12-02,LA Rams,Atlanta,30
2007-12-02,Seattle,Philadelphia,10
2007-12-02,Buffalo,Washington,14
2007-12-02,Tennessee,Houston,21
2007-12-02,Indianapolis,Jacksonville,9
2007-12-02,NY Jets,Miami,25
2007-12-02,Carolina,San Francisco,31
2007-12-02,Minnesota,Detroit,16
2007-12-02,Las Vegas,Denver,24
2007-12-02,Arizona,Cleveland,13
2007-12-02,Tampa Bay,New Orleans,19
2007-12-02,NY Giants,Chicago,17
2007-12-02,Pittsburgh,Cincinnati,15
2007-12-09,New England,Baltimore,24
2007-12-09,Washington,Chicago,19
2007-12-09,Houston,Tampa Bay,9
2007-12-09,NY Giants,Philadelphia,11
2007-12-09,Buffalo,Miami,29
2007-12-09,LA Chargers,Tennessee,15
2007-12-09,Green Bay,Las Vegas,22
2007-12-09,Cincinnati,LA Rams,31
2007-12-09,Jacksonville,Carolina,26
2007-12-09,Dallas,Detroit,21
2007-12-09,Minnesota,San Francisco,32
2007-12-09,Seattle,Arizona,17
2007-12-09,Denver,Kansas City,23
2007-12-09,Cleveland,NY Jets,25
2007-12-09,New England,Pittsburgh,4
2007-12-09,Indianapolis,Baltimore,24
2007-12-16,New Orleans,Atlanta,31
2007-12-16,Houston,Denver,23
2007-12-16,San Francisco,Cincinnati,18
2007-12-16,Green Bay,LA Rams,29
2007-12-16,Tennessee,Kansas City,26
2007-12-16,New England,NY Jets,25
2007-12-16,Carolina,Seattle,9
2007-12-16,Jacksonville,Pittsburgh,5
2007-12-16,New Orleans,Arizona,20
2007-12-16,Tampa Bay,Atlanta,31
2007-12-16,Cleveland,Buffalo,22
2007-12-16,Miami,Baltimore,27
2007-12-16,Indianapolis,Las Vegas,24
2007-12-16,Philadelphia,Dallas,3
2007-12-16,LA Chargers,Detroit,21
2007-12-16,Washington,NY Giants,12
2007-12-23,Minnesota,Chicago,19
2007-12-23,Pittsburgh,LA Rams,30
2007-12-23,Dallas,Carolina,26
2007-12-23,NY Giants,Buffalo,21
2007-12-23,Indianapolis,Houston,15
2007-12-23,Philadelphia,New Orleans,16
2007-12-23,Detroit,Kansas City,27
2007-12-23,Cincinnati,Cleveland,13
2007-12-23,Jacksonville,Las Vegas,24
2007-12-23,Chicago,Green Bay,3
2007-12-23,Arizona,Atlanta,32
2007-12-23,San Francisco,Tampa Bay,9
2007-12-23,New England,Miami,29
2007-12-23,Tennessee,NY Jets,25
2007-12-23,Seattle,Baltimore,28
2007-12-23,Washington,Minnesota,8
2007-12-30,LA Chargers,Denver,24
2007-12-30,New England,NY Giants,12
2007-12-30,Chicago,New Orleans,18
2007-12-30,Philadelphia,Buffalo,23
2007-12-30,Green Bay,Detroit,21
2007-12-30,Carolina,Tampa Bay,10
2007-12-30,Houston,Jacksonville,5
2007-12-30,Cincinnati,Miami,29
2007-12-30,Cleveland,San Francisco,30
2007-12-30,Atlanta,Seattle,8
2007-12-30,Arizona,LA Rams,31
2007-12-30,NY Jets,Kansas City,27
2007-12-30,Washington,Dallas,3
2007-12-30,LA Chargers,Las Vegas,26
2007-12-30,Denver,Minnesota,11
2007-12-30,Baltimore,Pittsburgh,7
2007-12-30,Tennessee,Indianapolis,2
2008-01-06,Seattle,Washington,12
2008-01-06,Jacksonville,Pittsburgh,7
2008-01-06,NY Giants,Tampa Bay,11
2008-01-06,LA Chargers,Tennessee,14
2008-01-13,Green Bay,Seattle,8
2008-01-13,New England,Jacksonville,6
2008-01-13,LA Chargers,Indianapolis,2
2008-01-13,NY Giants,Dallas,4
2008-01-20,New England,LA Chargers,4
2008-01-20,NY Giants,Green Bay,3
2008-02-03,NY Giants,New England,1
2006-09-10,Pittsburgh,Miami,32
2006-09-10,Cincinnati,Kansas City,13
2006-09-10,Baltimore,Tampa Bay,25
2006-09-10,New England,Buffalo,3
2006-09-10,LA Rams,Denver,8
2006-09-10,Philadelphia,Houston,30
2006-09-10,Atlanta,Carolina,27
2006-09-10,NY Jets,Tennessee,11
2006-09-10,Seattle,Detroit,9
2006-09-10,New Orleans,Cleveland,6
2006-09-10,Chicago,Green Bay,10
2006-09-10,Arizona,San Francisco,23
2006-09-10,Jacksonville,Dallas,7
2006-09-10,Indianapolis,NY Giants,18
2006-09-17,Minnesota,Washington,22
2006-09-17,LA Chargers,Las Vegas,31
2006-09-17,NY Giants,Philadelphia,5
2006-09-17,Baltimore,Las Vegas,31
2006-09-17,New Orleans,Green Bay,30
2006-09-17,Minnesota,Carolina,28
2006-09-17,Buffalo,Miami,24
2006-09-17,Chicago,Detroit,21
2006-09-17,Cincinnati,Cleveland,23
2006-09-17,Indianapolis,Houston,29
2006-09-17,Atlanta,Tampa Bay,32
2006-09-17,Seattle,Arizona,14
2006-09-17,San Francisco,LA Rams,13
2006-09-17,LA Chargers,Tennessee,26
2006-09-17,New England,NY Jets,7
2006-09-17,Denver,Kansas City,27
2006-09-17,Dallas,Washington,22
2006-09-24,Jacksonville,Pittsburgh,16
2006-09-24,NY Jets,Buffalo,7
2006-09-24,Cincinnati,Pittsburgh,16
2006-09-24,Indianapolis,Jacksonville,10
2006-09-24,Miami,Tennessee,31
2006-09-24,Green Bay,Detroit,27
2006-09-24,Carolina,Tampa Bay,29
2006-09-24,Washington,Houston,28
2006-09-24,Chicago,Minnesota,15
2006-09-24,Baltimore,Cleveland,24
2006-09-24,Philadelphia,San Francisco,18
2006-09-24,LA Rams,Arizona,20
2006-09-24,Seattle,NY Giants,14
2006-09-24,Denver,New England,11
2006-10-01,New Orleans,Atlanta,13
2006-10-01,Kansas City,San Francisco,24
2006-10-01,Carolina,New Orleans,5
2006-10-01,Baltimore,LA Chargers,1
2006-10-01,Houston,Miami,27
2006-10-01,Buffalo,Minnesota,15
2006-10-01,Indianapolis,NY Jets,11
2006-10-01,Atlanta,Arizona,21
2006-10-01,Dallas,Tennessee,29
2006-10-01,LA Rams,Detroit,28
2006-10-01,Washington,Jacksonville,10
2006-10-01,Cleveland,Las Vegas,31
2006-10-01,New England,Cincinnati,4
2006-10-01,Chicago,Seattle,8
2006-10-08,Philadelphia,Green Bay,26
2006-10-08,LA Rams,Green Bay,26
2006-10-08,Indianapolis,Tennessee,32
2006-10-08,Carolina,Cleveland,23
2006-10-08,New England,Miami,24
2006-10-08,NY Giants,Washington,17
2006-10-08,New Orleans,Tampa Bay,28
2006-10-08,Chicago,Buffalo,14
2006-10-08,Minnesota,Detroit,27
2006-10-08,San Francisco,Las Vegas,30
2006-10-08,Kansas City,Arizona,25
2006-10-08,Jacksonville,NY Jets,15
2006-10-08,Philadelphia,Dallas,4
2006-10-08,LA Chargers,Pittsburgh,21
2006-10-15,Denver,Baltimore,4
2006-10-15,Tampa Bay,Cincinnati,13
2006-10-15,Dallas,Houston,30
2006-10-15,Carolina,Baltimore,4
2006-10-15,Seattle,LA Rams,16
2006-10-15,New Orleans,Philadelphia,3
2006-10-15,Tennessee,Washington,19
2006-10-15,Detroit,Buffalo,21
2006-10-15,NY Giants,Atlanta,10
2006-10-15,Pittsburgh,Kansas City,9
2006-10-15,LA Chargers,San Francisco,29
2006-10-15,NY Jets,Miami,25
2006-10-15,Denver,Las Vegas,32
2006-10-22,Chicago,Arizona,24
2006-10-22,Kansas City,LA Chargers,2
2006-10-22,Green Bay,Miami,25
2006-10-22,New England,Buffalo,21
2006-10-22,Tampa Bay,Philadelphia,4
2006-10-22,Houston,Jacksonville,5
2006-10-22,NY Jets,Detroit,27
2006-10-22,Cincinnati,Carolina,17
2006-10-22,Atlanta,Pittsburgh,9
2006-10-22,Denver,Cleveland,22
2006-10-22,Indianapolis,Washington,20
2006-10-22,Las Vegas,Arizona,24
2006-10-22,Minnesota,Seattle,16
2006-10-29,NY Giants,Dallas,7
2006-10-29,Kansas City,Seattle,19
2006-10-29,Atlanta,Cincinnati,14
2006-10-29,Tennessee,Houston,29
2006-10-29,Green Bay,Arizona,26
2006-10-29,Chicago,San Francisco,32
2006-10-29,Baltimore,New Orleans,10
2006-10-29,NY Giants,Tampa Bay,24
2006-10-29,Jacksonville,Philadelphia,4
2006-10-29,LA Chargers,LA Rams,17
2006-10-29,Indianapolis,Denver,9
2006-10-29,Las Vegas,Pittsburgh,11
2006-10-29,Cleveland,NY Jets,21
2006-10-29,Dallas,Carolina,16
2006-11-05,New England,Minnesota,15
2006-11-05,Miami,Chicago,1
2006-11-05,New Orleans,Tampa Bay,25
2006-11-05,Buffalo,Green Bay,21
2006-11-05,Washington,Dallas,4
2006-11-05,NY Giants,Houston,30
2006-11-05,Baltimore,Cincinnati,14
2006-11-05,Kansas City,LA Rams,17
2006-11-05,Detroit,Atlanta,13
2006-11-05,Jacksonville,Tennessee,29
2006-11-05,San Francisco,Minnesota,15
2006-11-05,Denver,Pittsburgh,11
2006-11-05,LA Chargers,Cleveland,22
2006-11-05,Indianapolis,New England,3
2006-11-12,Seattle,Las Vegas,30
2006-11-12,NY Jets,New England,3
2006-11-12,Indianapolis,Buffalo,23
2006-11-12,Philadelphia,Washington,18
2006-11-12,Baltimore,Tennessee,31
2006-11-12,Houston,Jacksonville,6
2006-11-12,LA Chargers,Cincinnati,14
2006-11-12,Miami,Kansas City,12
2006-11-12,San Francisco,Detroit,26
