Date,team,opponent,team_rank,opponent_rank,year,month,day,Expected,defensive_completion_%,defensive_red_zone_completion_%,defensive_sack_percentage,defensive_takeaways,defensive_third_down_conversion_%,defensive_yards_per_game_allowed,offensive_completion_percentage,offensive_interceptions,touchdowns_per_game,offensive_yards_per_game,offensive_yards_per_point,red_zone_TD_percentage,scoring_margin,third_down_conversion_percentage,total_points_per_game,weighted_SM
2012-11-04,Kansas City,LA Chargers,31,13,2012,11,4,31.0,90.00%,40.00%,4.76%,2.0,44.44%,339.0,65.52%,1.0,1.0,289.0,22.2,100.00%,-18.0,58.33%,13.0,-234.0
2012-11-04,Cincinnati,Denver,19,2,2012,11,4,20.0,71.05%,66.67%,7.32%,2.0,62.50%,431.0,50.00%,1.0,2.0,185.0,10.9,100.00%,-7.0,38.46%,17.0,-14.0
2012-11-04,Miami,Indianapolis,14,27,2012,11,4,14.0,51.85%,25.00%,6.90%,2.0,29.41%,363.0,54.17%,0.0,3.0,236.0,7.9,66.67%,21.0,30.77%,30.0,126.0
2012-11-04,Buffalo,Houston,25,3,2012,11,4,27.0,66.67%,100.00%,5.71%,0.0,64.29%,390.0,77.14%,1.0,4.0,382.0,11.2,66.67%,-1.0,58.33%,34.0,-3.0
2012-11-04,Arizona,Green Bay,23,5,2012,11,4,23.0,94.74%,100.00%,17.39%,0.0,50.00%,317.0,61.54%,1.0,0.0,265.0,88.3,0.00%,-21.0,14.29%,3.0,-105.0
2012-11-04,Cleveland,Baltimore,24,9,2012,11,4,25.0,52.94%,0.00%,2.86%,1.0,37.50%,265.0,40.74%,0.0,1.0,250.0,35.7,,1.0,26.67%,7.0,24.0
2012-11-04,Jacksonville,Detroit,32,15,2012,11,4,32.0,61.11%,50.00%,5.26%,1.0,38.46%,238.0,55.10%,0.0,1.0,341.0,22.7,33.33%,-9.0,31.25%,15.0,-135.0
2012-11-04,Tennessee,Chicago,29,12,2012,11,4,30.0,68.42%,50.00%,5.00%,1.0,50.00%,457.0,75.86%,0.0,1.0,339.0,26.1,0.00%,-6.0,45.45%,13.0,-72.0
2012-11-04,Washington,Carolina,22,28,2012,11,4,22.0,72.73%,60.00%,2.94%,0.0,36.36%,355.0,45.71%,0.0,1.0,255.0,21.3,33.33%,-15.0,25.00%,12.0,-420.0
2012-11-04,Las Vegas,Tampa Bay,26,18,2012,11,4,28.0,64.71%,33.33%,8.11%,4.0,30.77%,299.0,50.00%,1.0,2.0,344.0,13.2,16.67%,10.0,16.67%,26.0,150.0
2012-11-04,Minnesota,Seattle,21,17,2012,11,4,21.0,52.78%,75.00%,2.70%,0.0,47.06%,416.0,54.29%,1.0,2.0,369.0,21.7,50.00%,-19.0,38.46%,17.0,-323.0
2012-11-04,NY Giants,Pittsburgh,4,6,2012,11,4,6.0,58.06%,75.00%,6.06%,6.0,50.00%,434.0,51.72%,1.0,2.0,293.0,10.1,25.00%,5.0,20.00%,29.0,135.0
2012-11-04,Dallas,Atlanta,20,7,2012,11,4,19.0,51.72%,25.00%,3.33%,2.0,20.00%,293.0,58.06%,4.0,3.0,434.0,18.1,75.00%,-5.0,50.00%,24.0,-35.0
2012-11-11,Philadelphia,New Orleans,13,11,2012,11,11,14.0,77.78%,66.67%,6.90%,2.0,55.56%,371.0,53.66%,1.0,1.0,447.0,34.4,0.00%,-15.0,37.50%,13.0,-165.0
2012-11-11,Jacksonville,Indianapolis,32,24,2012,11,11,32.0,69.23%,50.00%,7.14%,2.0,27.27%,359.0,59.57%,2.0,1.0,337.0,33.7,50.00%,-17.0,10.00%,10.0,-408.0
2012-11-11,Atlanta,New Orleans,7,11,2012,11,11,7.0,71.43%,0.00%,2.78%,0.0,30.00%,377.0,70.59%,0.0,1.0,453.0,23.8,25.00%,6.0,50.00%,19.0,132.0
2012-11-11,Buffalo,New England,27,1,2012,11,11,22.0,70.37%,66.67%,6.90%,0.0,36.36%,374.0,65.79%,0.0,0.0,304.0,33.8,0.00%,-12.0,18.18%,9.0,-12.0
2012-11-11,Carolina,Denver,26,2,2012,11,11,27.0,58.97%,33.33%,9.30%,0.0,20.00%,337.0,56.52%,0.0,3.0,330.0,15.7,100.00%,8.0,45.45%,21.0,248.0
2012-11-11,Las Vegas,Baltimore,28,8,2012,11,11,30.0,60.00%,66.67%,3.23%,1.0,41.67%,515.0,64.52%,3.0,4.0,424.0,13.3,75.00%,-10.0,35.71%,32.0,-80.0
2012-11-11,LA Chargers,Tampa Bay,12,18,2012,11,11,12.0,65.52%,100.00%,3.33%,4.0,58.33%,289.0,90.00%,1.0,4.0,339.0,10.9,40.00%,18.0,44.44%,31.0,270.0
2012-11-11,Miami,Tennessee,14,30,2012,11,11,20.0,62.50%,50.00%,2.04%,0.0,68.42%,516.0,57.89%,0.0,2.0,365.0,18.3,33.33%,-3.0,36.36%,20.0,-90.0
2012-11-11,NY Giants,Cincinnati,6,20,2012,11,11,8.0,70.00%,50.00%,11.76%,2.0,46.15%,349.0,41.67%,1.0,2.0,182.0,9.1,50.00%,-4.0,20.00%,20.0,-80.0
2012-11-11,Detroit,Minnesota,15,21,2012,11,11,13.0,71.05%,100.00%,2.56%,2.0,54.55%,279.0,66.67%,0.0,4.0,434.0,14.0,100.00%,17.0,66.67%,31.0,204.0
2012-11-11,NY Jets,Seattle,16,17,2012,11,11,19.0,54.17%,66.67%,7.69%,1.0,30.77%,236.0,51.85%,1.0,1.0,363.0,40.3,25.00%,-21.0,29.41%,9.0,-357.0
2012-11-11,Philadelphia,Dallas,13,19,2012,11,11,14.0,77.78%,66.67%,6.90%,2.0,55.56%,371.0,53.66%,1.0,1.0,447.0,34.4,0.00%,-15.0,37.50%,13.0,-285.0
2012-11-11,LA Rams,San Francisco,29,9,2012,11,11,29.0,63.16%,85.71%,0.00%,0.0,58.33%,473.0,71.88%,2.0,1.0,326.0,46.6,0.00%,-38.0,30.00%,7.0,-342.0
2012-11-11,Chicago,Houston,10,3,2012,11,11,10.0,57.14%,,5.41%,5.0,25.00%,339.0,73.08%,0.0,6.0,358.0,7.0,42.86%,31.0,42.86%,51.0,930.0
2012-11-18,Kansas City,Pittsburgh,31,6,2012,11,18,31.0,50.00%,25.00%,3.03%,1.0,37.50%,249.0,42.31%,1.0,1.0,290.0,22.3,33.33%,-3.0,15.38%,13.0,-18.0
2012-11-18,Miami,Buffalo,20,22,2012,11,18,20.0,62.96%,0.00%,10.00%,0.0,16.67%,281.0,50.00%,2.0,2.0,184.0,13.1,100.00%,-5.0,30.00%,14.0,-110.0
2012-11-18,LA Rams,NY Jets,29,19,2012,11,18,29.0,72.00%,66.67%,16.67%,0.0,18.18%,341.0,68.29%,0.0,3.0,458.0,19.1,66.67%,0.0,43.75%,24.0,0.0
2012-11-18,Detroit,Green Bay,13,5,2012,11,18,13.0,75.00%,25.00%,5.88%,0.0,26.67%,403.0,66.67%,1.0,3.0,368.0,15.3,75.00%,-10.0,11.11%,24.0,-50.0
2012-11-18,Jacksonville,Houston,32,3,2012,11,18,32.0,69.23%,50.00%,7.14%,2.0,27.27%,359.0,59.57%,2.0,1.0,337.0,33.7,50.00%,-17.0,10.00%,10.0,-51.0
2012-11-18,Kansas City,Cincinnati,31,18,2012,11,18,31.0,50.00%,25.00%,3.03%,1.0,37.50%,249.0,42.31%,1.0,1.0,290.0,22.3,33.33%,-3.0,15.38%,13.0,-54.0
2012-11-18,Arizona,Atlanta,25,7,2012,11,18,24.0,46.67%,33.33%,3.23%,1.0,40.00%,384.0,50.00%,1.0,2.0,340.0,20.0,50.00%,-14.0,26.67%,17.0,-98.0
2012-11-18,Philadelphia,Washington,14,23,2012,11,18,17.0,73.08%,50.00%,10.34%,0.0,38.46%,294.0,68.29%,1.0,3.0,369.0,16.0,66.67%,-15.0,10.00%,23.0,-345.0
2012-11-18,Carolina,Tampa Bay,27,16,2012,11,18,28.0,71.05%,66.67%,2.56%,2.0,23.08%,360.0,58.33%,2.0,2.0,250.0,17.9,100.00%,-22.0,0.00%,14.0,-352.0
2012-11-18,Cleveland,Dallas,24,17,2012,11,18,25.0,62.50%,100.00%,4.00%,0.0,35.71%,282.0,54.05%,2.0,0.0,290.0,19.3,0.00%,-10.0,31.25%,15.0,-170.0
2012-11-18,Las Vegas,New Orleans,30,11,2012,11,18,30.0,61.76%,80.00%,0.00%,1.0,41.67%,419.0,63.04%,1.0,2.0,422.0,21.1,0.00%,-35.0,44.44%,20.0,-385.0
2012-11-18,Indianapolis,New England,26,1,2012,11,18,26.0,59.57%,50.00%,7.84%,3.0,10.00%,337.0,69.23%,1.0,3.0,359.0,13.3,50.00%,17.0,27.27%,27.0,544.0
2012-11-18,LA Chargers,Denver,12,2,2012,11,18,12.0,70.00%,100.00%,4.76%,0.0,33.33%,279.0,78.38%,2.0,3.0,426.0,17.8,66.67%,-10.0,66.67%,24.0,-20.0
2012-11-18,Pittsburgh,Baltimore,6,4,2012,11,18,7.0,42.31%,33.33%,7.14%,1.0,15.38%,290.0,50.00%,0.0,1.0,249.0,15.6,25.00%,3.0,37.50%,16.0,87.0
2012-11-25,Chicago,San Francisco,11,6,2012,11,25,12.0,69.57%,50.00%,8.00%,0.0,33.33%,353.0,63.64%,2.0,1.0,143.0,20.4,100.00%,-25.0,25.00%,7.0,-150.0
2012-11-25,Detroit,Houston,13,3,2012,11,25,15.0,60.42%,75.00%,4.00%,1.0,40.00%,501.0,50.82%,0.0,4.0,525.0,16.9,100.00%,-3.0,50.00%,31.0,-9.0
2012-11-25,Dallas,Washington,21,18,2012,11,25,20.0,71.43%,66.67%,12.50%,1.0,50.00%,437.0,59.68%,2.0,3.0,458.0,14.8,50.00%,-7.0,47.06%,31.0,-126.0
2012-11-25,NY Jets,New England,19,1,2012,11,25,16.0,64.29%,100.00%,0.00%,1.0,73.33%,475.0,72.22%,1.0,2.0,405.0,21.3,50.00%,-30.0,30.00%,19.0,-30.0
2012-11-25,Minnesota,Chicago,22,11,2012,11,25,21.0,66.67%,75.00%,4.55%,2.0,11.11%,368.0,75.00%,0.0,3.0,403.0,11.9,25.00%,10.0,26.67%,34.0,220.0
2012-11-25,Tampa Bay,Atlanta,16,8,2012,11,25,18.0,55.17%,,6.45%,1.0,52.94%,331.0,54.35%,2.0,3.0,403.0,14.9,,6.0,38.89%,27.0,150.0
2012-11-25,Las Vegas,Cincinnati,30,15,2012,11,25,26.0,75.00%,66.67%,0.00%,0.0,54.55%,380.0,55.00%,2.0,2.0,404.0,23.8,66.67%,-21.0,33.33%,17.0,-315.0
2012-11-25,Pittsburgh,Cleveland,7,25,2012,11,25,6.0,62.50%,0.00%,5.88%,0.0,21.43%,200.0,46.15%,1.0,1.0,309.0,30.9,0.00%,-3.0,29.41%,10.0,-75.0
2012-11-25,Buffalo,Indianapolis,23,26,2012,11,25,25.0,50.00%,100.00%,9.68%,3.0,30.00%,184.0,62.96%,0.0,1.0,281.0,14.8,0.00%,5.0,16.67%,19.0,35.0
2012-11-25,Kansas City,Denver,31,2,2012,11,25,31.0,62.07%,100.00%,6.45%,0.0,28.57%,409.0,56.67%,0.0,0.0,284.0,47.3,0.00%,-22.0,9.09%,6.0,-44.0
2012-11-25,Tennessee,Jacksonville,27,32,2012,11,25,29.0,58.97%,0.00%,4.88%,4.0,15.38%,255.0,40.91%,0.0,4.0,293.0,7.9,75.00%,34.0,47.06%,37.0,34.0
2012-11-25,Seattle,Miami,14,20,2012,11,25,17.0,48.00%,0.00%,10.71%,3.0,18.18%,185.0,65.00%,0.0,4.0,363.0,13.0,100.00%,21.0,38.46%,28.0,273.0
2012-11-25,LA Chargers,Baltimore,12,4,2012,11,25,13.0,59.52%,25.00%,6.67%,2.0,37.50%,386.0,60.00%,2.0,3.0,277.0,12.0,100.00%,-7.0,18.75%,23.0,-28.0
2012-11-25,New Orleans,San Francisco,10,6,2012,11,25,10.0,55.00%,66.67%,6.98%,2.0,33.33%,404.0,75.00%,0.0,5.0,380.0,10.0,66.67%,21.0,54.55%,38.0,567.0
2012-11-25,Arizona,LA Rams,24,29,2012,11,25,23.0,60.87%,50.00%,2.13%,6.0,43.75%,354.0,40.74%,0.0,1.0,178.0,9.4,33.33%,-4.0,12.50%,19.0,-116.0
2012-11-25,Green Bay,NY Giants,5,9,2012,11,25,5.0,43.59%,50.00%,11.36%,4.0,40.00%,362.0,70.37%,1.0,3.0,314.0,13.1,,4.0,46.15%,24.0,96.0
2012-12-02,Philadelphia,Carolina,21,25,2012,12,2,13.0,75.86%,50.00%,6.45%,0.0,53.85%,392.0,60.00%,0.0,2.0,270.0,15.9,66.67%,-13.0,46.15%,17.0,-325.0
2012-12-02,New Orleans,Atlanta,10,8,2012,12,2,11.0,73.33%,66.67%,0.00%,1.0,38.46%,530.0,52.38%,1.0,2.0,252.0,18.0,100.00%,-20.0,8.33%,14.0,-160.0
2012-12-02,San Francisco,LA Rams,6,29,2012,12,2,9.0,61.54%,0.00%,7.14%,1.0,14.29%,265.0,94.74%,0.0,3.0,317.0,13.2,100.00%,21.0,50.00%,24.0,84.0
2012-12-02,Minnesota,Green Bay,22,7,2012,12,2,21.0,52.78%,75.00%,2.70%,0.0,47.06%,416.0,54.29%,1.0,2.0,369.0,21.7,50.00%,-19.0,38.46%,17.0,-133.0
2012-12-02,Miami,New England,20,1,2012,12,2,14.0,51.85%,25.00%,6.90%,2.0,29.41%,363.0,54.17%,0.0,3.0,236.0,7.9,66.67%,21.0,30.77%,30.0,672.0
2012-12-02,Jacksonville,Buffalo,32,24,2012,12,2,32.0,61.11%,50.00%,5.26%,1.0,38.46%,238.0,55.10%,0.0,1.0,341.0,22.7,33.33%,-9.0,31.25%,15.0,-216.0
2012-12-02,Tennessee,Houston,28,3,2012,12,2,30.0,68.42%,50.00%,5.00%,1.0,50.00%,457.0,75.86%,0.0,1.0,339.0,26.1,0.00%,-6.0,45.45%,13.0,-18.0
2012-12-02,Arizona,NY Jets,26,18,2012,12,2,23.0,94.74%,100.00%,17.39%,0.0,50.00%,317.0,61.54%,1.0,0.0,265.0,88.3,0.00%,-21.0,14.29%,3.0,-378.0
2012-12-02,Carolina,Kansas City,25,31,2012,12,2,26.0,67.86%,66.67%,17.65%,3.0,25.00%,210.0,51.28%,2.0,1.0,416.0,18.9,25.00%,-1.0,52.63%,22.0,-31.0
2012-12-02,Chicago,Seattle,11,15,2012,12,2,10.0,51.28%,25.00%,4.88%,2.0,52.63%,416.0,67.86%,1.0,3.0,210.0,9.1,66.67%,1.0,25.00%,23.0,18.0
2012-12-02,Detroit,Indianapolis,14,27,2012,12,2,15.0,71.43%,66.67%,0.00%,2.0,33.33%,369.0,69.39%,1.0,4.0,415.0,14.8,100.00%,4.0,69.23%,28.0,24.0
2012-12-02,Tampa Bay,Denver,16,2,2012,12,2,18.0,54.29%,50.00%,7.89%,3.0,38.46%,369.0,52.78%,0.0,4.0,416.0,11.6,75.00%,19.0,47.06%,36.0,589.0
2012-12-02,LA Chargers,Cincinnati,12,13,2012,12,2,12.0,65.52%,100.00%,3.33%,4.0,58.33%,289.0,90.00%,1.0,4.0,339.0,10.9,40.00%,18.0,44.44%,31.0,360.0
2012-12-02,Las Vegas,Cleveland,30,23,2012,12,2,28.0,64.71%,33.33%,8.11%,4.0,30.77%,299.0,50.00%,1.0,2.0,344.0,13.2,16.67%,10.0,16.67%,26.0,100.0
2012-12-02,Baltimore,Pittsburgh,4,9,2012,12,2,8.0,62.16%,60.00%,5.13%,0.0,53.33%,420.0,48.84%,2.0,1.0,176.0,13.5,50.00%,-30.0,26.67%,13.0,-270.0
2012-12-02,Philadelphia,Dallas,21,19,2012,12,2,13.0,75.86%,50.00%,6.45%,0.0,53.85%,392.0,60.00%,0.0,2.0,270.0,15.9,66.67%,-13.0,46.15%,17.0,-247.0
2012-12-09,NY Giants,Washington,5,17,2012,12,9,8.0,70.00%,50.00%,11.76%,2.0,46.15%,349.0,41.67%,1.0,2.0,182.0,9.1,50.00%,-4.0,20.00%,20.0,-68.0
2012-12-09,Las Vegas,Denver,30,2,2012,12,9,30.0,60.00%,66.67%,3.23%,1.0,41.67%,515.0,64.52%,3.0,4.0,424.0,13.3,75.00%,-10.0,35.71%,32.0,-20.0
2012-12-09,Buffalo,LA Rams,24,28,2012,12,9,22.0,70.37%,66.67%,6.90%,0.0,36.36%,374.0,65.79%,0.0,0.0,304.0,33.8,0.00%,-12.0,18.18%,9.0,-336.0
2012-12-09,Pittsburgh,LA Chargers,9,13,2012,12,9,6.0,41.67%,50.00%,7.69%,1.0,20.00%,182.0,70.00%,1.0,3.0,349.0,14.5,50.00%,4.0,46.15%,24.0,80.0
2012-12-09,Jacksonville,NY Jets,32,20,2012,12,9,32.0,69.23%,50.00%,7.14%,2.0,27.27%,359.0,59.57%,2.0,1.0,337.0,33.7,50.00%,-17.0,10.00%,10.0,-340.0
2012-12-09,Tennessee,Indianapolis,29,26,2012,12,9,28.0,73.08%,42.86%,10.34%,1.0,42.86%,358.0,57.14%,1.0,2.0,339.0,17.0,,-31.0,25.00%,20.0,-806.0
2012-12-09,Kansas City,Cleveland,31,23,2012,12,9,31.0,90.00%,40.00%,4.76%,2.0,44.44%,339.0,65.52%,1.0,1.0,289.0,22.2,100.00%,-18.0,58.33%,13.0,-414.0
2012-12-09,Tampa Bay,Philadelphia,16,21,2012,12,9,16.0,64.52%,75.00%,3.13%,3.0,35.71%,424.0,60.00%,0.0,6.0,515.0,12.3,66.67%,10.0,41.67%,42.0,120.0
2012-12-09,Baltimore,Washington,4,17,2012,12,9,4.0,54.05%,0.00%,2.63%,2.0,31.25%,290.0,62.50%,0.0,3.0,282.0,11.3,100.00%,10.0,35.71%,25.0,160.0
2012-12-09,Cincinnati,Dallas,12,19,2012,12,9,18.0,77.14%,75.00%,0.00%,2.0,64.29%,359.0,61.90%,1.0,2.0,366.0,15.9,50.00%,-8.0,35.71%,23.0,-152.0
2012-12-09,Atlanta,Carolina,8,27,2012,12,9,7.0,71.43%,0.00%,2.78%,0.0,30.00%,377.0,70.59%,0.0,1.0,453.0,23.8,25.00%,6.0,50.00%,19.0,36.0
2012-12-09,Chicago,Minnesota,11,22,2012,12,9,10.0,57.14%,,5.41%,5.0,25.00%,339.0,73.08%,0.0,6.0,358.0,7.0,42.86%,31.0,42.86%,51.0,341.0
2012-12-09,Miami,San Francisco,18,6,2012,12,9,20.0,62.50%,50.00%,2.04%,0.0,68.42%,516.0,57.89%,0.0,2.0,365.0,18.3,33.33%,-3.0,36.36%,20.0,-18.0
2012-12-09,New Orleans,NY Giants,10,5,2012,12,9,11.0,53.66%,0.00%,14.58%,2.0,37.50%,447.0,77.78%,0.0,4.0,371.0,13.3,66.67%,15.0,55.56%,28.0,420.0
2012-12-09,Arizona,Seattle,25,14,2012,12,9,25.0,46.67%,33.33%,3.23%,1.0,40.00%,384.0,50.00%,1.0,2.0,340.0,20.0,50.00%,-14.0,26.67%,17.0,-196.0
2012-12-09,Detroit,Green Bay,15,7,2012,12,9,13.0,71.05%,100.00%,2.56%,2.0,54.55%,279.0,66.67%,0.0,4.0,434.0,14.0,100.00%,17.0,66.67%,31.0,442.0
2012-12-16,Houston,New England,5,1,2012,12,16,3.0,54.55%,0.00%,0.00%,4.0,15.38%,249.0,53.85%,2.0,1.0,215.0,16.5,50.00%,7.0,21.43%,13.0,224.0
2012-12-16,Philadelphia,Cincinnati,23,11,2012,12,16,17.0,73.08%,50.00%,10.34%,0.0,38.46%,294.0,68.29%,1.0,3.0,369.0,16.0,66.67%,-15.0,10.00%,23.0,-165.0
2012-12-16,LA Rams,Minnesota,27,22,2012,12,16,29.0,72.00%,66.67%,16.67%,0.0,18.18%,341.0,68.29%,0.0,3.0,458.0,19.1,66.67%,0.0,43.75%,24.0,0.0
2012-12-16,Indianapolis,Houston,26,5,2012,12,16,26.0,59.57%,50.00%,7.84%,3.0,10.00%,337.0,69.23%,1.0,3.0,359.0,13.3,50.00%,17.0,27.27%,27.0,476.0
2012-12-16,Baltimore,Denver,4,2,2012,12,16,4.0,63.04%,0.00%,6.12%,3.0,44.44%,422.0,61.76%,1.0,7.0,419.0,7.6,80.00%,35.0,41.67%,55.0,1085.0
2012-12-16,Tampa Bay,New Orleans,16,13,2012,12,16,16.0,78.38%,66.67%,5.13%,2.0,66.67%,426.0,70.00%,0.0,4.0,279.0,8.2,100.00%,10.0,33.33%,34.0,200.0
2012-12-16,Chicago,Green Bay,12,7,2012,12,16,11.0,53.85%,50.00%,3.70%,2.0,21.43%,215.0,54.55%,2.0,0.0,249.0,41.5,0.00%,-7.0,15.38%,6.0,-49.0
2012-12-16,Cleveland,Washington,21,17,2012,12,16,25.0,62.50%,100.00%,4.00%,0.0,35.71%,282.0,54.05%,2.0,0.0,290.0,19.3,0.00%,-10.0,31.25%,15.0,-170.0
2012-12-16,NY Giants,Atlanta,3,9,2012,12,16,9.0,70.00%,75.00%,0.00%,1.0,46.15%,275.0,63.04%,2.0,1.0,318.0,24.5,33.33%,-18.0,35.71%,13.0,-162.0
2012-12-16,Jacksonville,Miami,32,20,2012,12,16,32.0,69.23%,50.00%,7.14%,2.0,27.27%,359.0,59.57%,2.0,1.0,337.0,33.7,50.00%,-17.0,10.00%,10.0,-340.0
2012-12-16,Detroit,Arizona,15,29,2012,12,16,13.0,75.00%,25.00%,5.88%,0.0,26.67%,403.0,66.67%,1.0,3.0,368.0,15.3,75.00%,-10.0,11.11%,24.0,-290.0
2012-12-16,Buffalo,Seattle,24,10,2012,12,16,23.0,50.00%,100.00%,9.68%,3.0,30.00%,184.0,62.96%,0.0,1.0,281.0,14.8,0.00%,5.0,16.67%,19.0,115.0
2012-12-16,LA Chargers,Carolina,14,25,2012,12,16,12.0,70.00%,100.00%,4.76%,0.0,33.33%,279.0,78.38%,2.0,3.0,426.0,17.8,66.67%,-10.0,66.67%,24.0,-250.0
2012-12-16,Pittsburgh,Dallas,8,18,2012,12,16,7.0,42.31%,33.33%,7.14%,1.0,15.38%,290.0,50.00%,0.0,1.0,249.0,15.6,25.00%,3.0,37.50%,16.0,45.0
2012-12-16,Kansas City,Las Vegas,31,30,2012,12,16,31.0,50.00%,25.00%,3.03%,1.0,37.50%,249.0,42.31%,1.0,1.0,290.0,22.3,33.33%,-3.0,15.38%,13.0,-90.0
2012-12-16,New England,San Francisco,1,6,2012,12,16,1.0,67.50%,57.14%,6.98%,3.0,63.64%,481.0,60.53%,0.0,4.0,347.0,9.4,80.00%,6.0,58.33%,37.0,162.0
2012-12-23,NY Jets,Tennessee,18,29,2012,12,23,18.0,64.29%,100.00%,0.00%,1.0,73.33%,475.0,72.22%,1.0,2.0,405.0,21.3,50.00%,-30.0,30.00%,19.0,-870.0
2012-12-23,Detroit,Atlanta,19,4,2012,12,23,14.0,60.42%,75.00%,4.00%,1.0,40.00%,501.0,50.82%,0.0,4.0,525.0,16.9,100.00%,-3.0,50.00%,31.0,-12.0
2012-12-23,Buffalo,Miami,27,17,2012,12,23,24.0,50.00%,100.00%,9.68%,3.0,30.00%,184.0,62.96%,0.0,1.0,281.0,14.8,0.00%,5.0,16.67%,19.0,80.0
2012-12-23,Jacksonville,New England,32,1,2012,12,23,32.0,78.18%,57.14%,3.51%,3.0,36.36%,653.0,51.43%,0.0,4.0,458.0,12.4,66.67%,-6.0,28.57%,37.0,-6.0
2012-12-23,Dallas,New Orleans,16,10,2012,12,23,19.0,71.43%,66.67%,12.50%,1.0,50.00%,437.0,59.68%,2.0,3.0,458.0,14.8,50.00%,-7.0,47.06%,31.0,-70.0
2012-12-23,Tennessee,Green Bay,29,7,2012,12,23,28.0,58.97%,0.00%,4.88%,4.0,15.38%,255.0,40.91%,0.0,4.0,293.0,7.9,75.00%,34.0,47.06%,37.0,884.0
2012-12-23,Pittsburgh,Cincinnati,11,12,2012,12,23,9.0,62.50%,0.00%,5.88%,0.0,21.43%,200.0,46.15%,1.0,1.0,309.0,30.9,0.00%,-3.0,29.41%,10.0,-36.0
2012-12-23,Kansas City,Indianapolis,31,25,2012,12,23,31.0,62.07%,100.00%,6.45%,0.0,28.57%,409.0,56.67%,0.0,0.0,284.0,47.3,0.00%,-22.0,9.09%,6.0,-550.0
2012-12-23,NY Jets,LA Chargers,18,15,2012,12,23,18.0,64.29%,100.00%,0.00%,1.0,73.33%,475.0,72.22%,1.0,2.0,405.0,21.3,50.00%,-30.0,30.00%,19.0,-450.0
2012-12-23,Philadelphia,Washington,23,14,2012,12,23,21.0,93.33%,50.00%,11.76%,0.0,45.45%,361.0,45.65%,2.0,0.0,257.0,42.8,0.00%,-25.0,36.84%,6.0,-350.0
2012-12-23,Tampa Bay,LA Rams,21,28,2012,12,23,16.0,55.17%,,6.45%,1.0,52.94%,331.0,54.35%,2.0,3.0,403.0,14.9,,6.0,38.89%,27.0,30.0
2012-12-23,Houston,Minnesota,5,20,2012,12,23,3.0,50.82%,100.00%,4.69%,1.0,50.00%,525.0,60.42%,1.0,4.0,501.0,14.7,75.00%,3.0,40.00%,34.0,39.0
2012-12-23,Las Vegas,Carolina,30,22,2012,12,23,30.0,75.00%,66.67%,0.00%,0.0,54.55%,380.0,55.00%,2.0,2.0,404.0,23.8,66.67%,-21.0,33.33%,17.0,-462.0
2012-12-23,Cleveland,Denver,24,2,2012,12,23,23.0,70.00%,40.00%,12.28%,1.0,28.57%,320.0,57.14%,0.0,2.0,311.0,15.6,50.00%,-3.0,40.00%,20.0,-6.0
2012-12-23,NY Giants,Baltimore,6,9,2012,12,23,5.0,70.00%,75.00%,0.00%,1.0,46.15%,275.0,63.04%,2.0,1.0,318.0,24.5,33.33%,-18.0,35.71%,13.0,-162.0
2012-12-23,Arizona,Chicago,26,13,2012,12,23,26.0,60.87%,50.00%,2.13%,6.0,43.75%,354.0,40.74%,0.0,1.0,178.0,9.4,33.33%,-4.0,12.50%,19.0,-52.0
2012-12-23,San Francisco,Seattle,3,8,2012,12,23,6.0,63.64%,100.00%,21.43%,2.0,25.00%,143.0,69.57%,0.0,3.0,353.0,11.0,50.00%,25.0,33.33%,32.0,625.0
2012-12-30,Cleveland,Pittsburgh,24,11,2012,12,30,24.0,58.82%,100.00%,2.86%,8.0,11.11%,242.0,65.38%,1.0,2.0,238.0,11.9,50.00%,6.0,18.75%,20.0,132.0
2012-12-30,Houston,Indianapolis,9,25,2012,12,30,9.0,50.82%,100.00%,4.69%,1.0,50.00%,525.0,60.42%,1.0,4.0,501.0,14.7,75.00%,3.0,40.00%,34.0,24.0
2012-12-30,Atlanta,Tampa Bay,4,22,2012,12,30,6.0,56.00%,33.33%,1.96%,5.0,50.00%,436.0,54.55%,0.0,2.0,283.0,12.3,66.67%,10.0,9.09%,23.0,110.0
2012-12-30,NY Jets,Buffalo,21,28,2012,12,30,22.0,66.67%,100.00%,0.00%,1.0,73.33%,475.0,72.22%,1.0,2.0,405.0,21.3,50.00%,-30.0,30.00%,19.0,-840.0
2012-12-30,Jacksonville,Tennessee,32,29,2012,12,30,32.0,57.50%,50.00%,2.44%,2.0,40.00%,360.0,65.38%,1.0,3.0,321.0,13.4,100.00%,5.0,50.00%,24.0,20.0
2012-12-30,Detroit,Chicago,19,12,2012,12,30,20.0,60.42%,75.00%,4.00%,1.0,40.00%,501.0,50.82%,0.0,4.0,525.0,16.9,100.00%,-3.0,50.00%,31.0,-36.0
2012-12-30,Baltimore,Cincinnati,6,13,2012,12,30,8.0,63.89%,0.00%,14.29%,0.0,20.00%,280.0,58.82%,0.0,1.0,443.0,27.7,33.33%,3.0,50.00%,16.0,60.0
2012-12-30,New Orleans,Carolina,10,20,2012,12,30,11.0,54.55%,66.67%,2.94%,1.0,9.09%,283.0,56.00%,5.0,1.0,436.0,33.5,33.33%,-10.0,50.00%,13.0,-200.0
