year,month,day,team,red_zone_TD_percentage
2018,1,14,Cleveland,100.00%
2018,1,14,NY Giants,25.00%
2018,1,14,San Francisco,80.00%
2018,1,14,LA Chargers,33.33%
2018,1,14,Kansas City,100.00%
2018,1,14,Arizona,100.00%
2018,1,14,Indianapolis,66.67%
2018,1,14,Denver,33.33%
2018,1,7,Jacksonville,0.00%
2018,1,7,Green Bay,100.00%
2018,1,7,Chicago,0.00%
2018,1,7,New England,75.00%
2018,1,7,Dallas,0.00%
2018,1,7,Las Vegas,0.00%
2018,1,7,New Orleans,100.00%
2018,1,7,Minnesota,100.00%
2018,1,7,Baltimore,75.00%
2018,1,7,Detroit,50.00%
2018,1,7,Cincinnati,66.67%
2018,1,7,Seattle,100.00%
2018,1,7,NY Jets,0.00%
2018,1,7,Washington,100.00%
2018,1,7,Carolina,50.00%
2018,1,7,LA Rams,25.00%
2018,1,7,Miami,50.00%
2018,1,7,Houston,100.00%
2018,1,7,Tennessee,50.00%
2018,1,7,Buffalo,33.33%
2018,1,7,Pittsburgh,50.00%
2018,1,7,Atlanta,50.00%
2018,1,7,Tampa Bay,66.67%
2018,1,7,Cleveland,100.00%
2018,1,7,NY Giants,25.00%
2018,1,7,San Francisco,80.00%
2018,1,7,LA Chargers,33.33%
2018,1,7,Kansas City,100.00%
2018,1,7,Arizona,100.00%
2018,1,7,Indianapolis,66.67%
2018,1,7,Denver,33.33%
2017,12,31,Philadelphia,33.33%
2017,12,31,Jacksonville,100.00%
2017,12,31,Chicago,100.00%
2017,12,31,Las Vegas,0.00%
2017,12,31,Green Bay,0.00%
2017,12,31,Dallas,0.00%
2017,12,31,New England,66.67%
2017,12,31,Detroit,50.00%
2017,12,31,New Orleans,0.00%
2017,12,31,NY Jets,0.00%
2017,12,31,Baltimore,50.00%
2017,12,31,LA Rams,75.00%
2017,12,31,Minnesota,33.33%
2017,12,31,Tennessee,25.00%
2017,12,31,Cincinnati,40.00%
2017,12,31,Seattle,100.00%
2017,12,31,Carolina,20.00%
2017,12,31,Buffalo,0.00%
2017,12,31,Washington,25.00%
2017,12,31,Atlanta,25.00%
2017,12,31,Miami,0.00%
2017,12,31,NY Giants,0.00%
2017,12,31,Houston,50.00%
2017,12,31,Pittsburgh,66.67%
2017,12,31,Tampa Bay,16.67%
2017,12,31,LA Chargers,100.00%
2017,12,31,San Francisco,66.67%
2017,12,31,Kansas City,28.57%
2017,12,31,Arizona,66.67%
2017,12,31,Denver,50.00%
2017,12,31,Indianapolis,25.00%
2017,12,24,Philadelphia,66.67%
2017,12,24,Las Vegas,50.00%
2017,12,24,Dallas,66.67%
2017,12,24,Jacksonville,100.00%
2017,12,24,Green Bay,0.00%
2017,12,24,Chicago,50.00%
2017,12,24,Buffalo,75.00%
2017,12,24,Tennessee,66.67%
2017,12,24,New Orleans,60.00%
2017,12,24,New England,75.00%
2017,12,24,NY Jets,50.00%
2017,12,24,Carolina,75.00%
2017,12,24,Detroit,66.67%
2017,12,24,Cincinnati,100.00%
2017,12,24,Baltimore,50.00%
2017,12,24,Miami,33.33%
2017,12,24,Washington,33.33%
2017,12,24,Atlanta,66.67%
2017,12,24,Minnesota,33.33%
2017,12,24,LA Rams,66.67%
2017,12,24,NY Giants,50.00%
2017,12,24,Tampa Bay,50.00%
2017,12,24,Pittsburgh,60.00%
2017,12,24,Cleveland,50.00%
2017,12,24,LA Chargers,100.00%
2017,12,24,Kansas City,50.00%
2017,12,24,San Francisco,25.00%
2017,12,24,Denver,33.33%
2017,12,24,Arizona,0.00%
2017,12,24,Indianapolis,25.00%
2017,12,17,Philadelphia,60.00%
2017,12,17,Green Bay,66.67%
2017,12,17,Dallas,50.00%
2017,12,17,Chicago,50.00%
2017,12,17,New Orleans,33.33%
2017,12,17,Miami,66.67%
2017,12,17,Baltimore,100.00%
2017,12,17,Tennessee,100.00%
2017,12,17,Buffalo,100.00%
2017,12,17,Detroit,66.67%
2017,12,17,New England,66.67%
2017,12,17,Jacksonville,50.00%
2017,12,17,Carolina,75.00%
2017,12,17,Cincinnati,100.00%
2017,12,17,Minnesota,25.00%
2017,12,17,Atlanta,50.00%
2017,12,17,LA Rams,100.00%
2017,12,17,NY Giants,50.00%
2017,12,17,Tampa Bay,100.00%
2017,12,17,Seattle,0.00%
2017,12,17,Houston,100.00%
2017,12,17,Pittsburgh,75.00%
2017,12,17,Cleveland,100.00%
2017,12,17,LA Chargers,100.00%
2017,12,17,Kansas City,50.00%
2017,12,17,Arizona,0.00%
2017,12,17,San Francisco,50.00%
2017,12,17,Denver,33.33%
2017,12,17,Indianapolis,100.00%
2017,12,10,Philadelphia,0.00%
2017,12,10,Las Vegas,100.00%
2017,12,10,Green Bay,33.33%
2017,12,10,Dallas,80.00%
2017,12,10,Chicago,100.00%
2017,12,10,NY Jets,80.00%
2017,12,10,New Orleans,33.33%
2017,12,10,Minnesota,66.67%
2017,12,10,Washington,50.00%
2017,12,10,Miami,50.00%
2017,12,10,Jacksonville,60.00%
2017,12,10,Tennessee,100.00%
2017,12,10,New England,40.00%
2017,12,10,Buffalo,0.00%
2017,12,10,Atlanta,50.00%
2017,12,10,Cincinnati,66.67%
2017,12,10,Baltimore,80.00%
2017,12,10,Carolina,50.00%
2017,12,10,Seattle,100.00%
2017,12,10,NY Giants,66.67%
2017,12,10,Detroit,100.00%
2017,12,10,LA Rams,50.00%
2017,12,10,Houston,33.33%
2017,12,10,Tampa Bay,33.33%
2017,12,10,Arizona,100.00%
2017,12,10,Pittsburgh,33.33%
2017,12,10,LA Chargers,25.00%
2017,12,10,Kansas City,0.00%
2017,12,10,Denver,0.00%
2017,12,10,San Francisco,0.00%
2017,12,10,Cleveland,0.00%
2017,12,10,Indianapolis,0.00%
2017,12,3,Philadelphia,60.00%
2017,12,3,Green Bay,100.00%
2017,12,3,Las Vegas,75.00%
2017,12,3,Dallas,80.00%
2017,12,3,New Orleans,50.00%
2017,12,3,Buffalo,33.33%
2017,12,3,Miami,33.33%
2017,12,3,New England,100.00%
2017,12,3,Washington,50.00%
2017,12,3,Minnesota,60.00%
2017,12,3,Atlanta,66.67%
2017,12,3,Jacksonville,100.00%
2017,12,3,Tennessee,50.00%
2017,12,3,NY Jets,33.33%
2017,12,3,Carolina,66.67%
2017,12,3,Cincinnati,60.00%
2017,12,3,NY Giants,0.00%
2017,12,3,Houston,25.00%
2017,12,3,Baltimore,50.00%
2017,12,3,LA Rams,50.00%
2017,12,3,Tampa Bay,40.00%
2017,12,3,Seattle,75.00%
2017,12,3,Detroit,33.33%
2017,12,3,San Francisco,100.00%
2017,12,3,LA Chargers,20.00%
2017,12,3,Kansas City,100.00%
2017,12,3,Pittsburgh,100.00%
2017,12,3,Arizona,0.00%
2017,12,3,Denver,0.00%
2017,12,3,Cleveland,25.00%
2017,12,3,Indianapolis,25.00%
2017,11,26,Philadelphia,80.00%
2017,11,26,Green Bay,0.00%
2017,11,26,Miami,25.00%
2017,11,26,Las Vegas,50.00%
2017,11,26,Buffalo,100.00%
2017,11,26,Dallas,50.00%
2017,11,26,New Orleans,50.00%
2017,11,26,Chicago,75.00%
2017,11,26,Washington,50.00%
2017,11,26,NY Jets,0.00%
2017,11,26,Minnesota,60.00%
2017,11,26,Tennessee,50.00%
2017,11,26,Atlanta,66.67%
2017,11,26,Houston,66.67%
2017,11,26,Jacksonville,100.00%
2017,11,26,New England,66.67%
2017,11,26,Carolina,100.00%
2017,11,26,NY Giants,0.00%
2017,11,26,Cincinnati,100.00%
2017,11,26,Tampa Bay,40.00%
2017,11,26,Baltimore,33.33%
2017,11,26,LA Rams,33.33%
2017,11,26,Detroit,33.33%
2017,11,26,Seattle,33.33%
2017,11,26,Arizona,100.00%
2017,11,26,LA Chargers,20.00%
2017,11,26,San Francisco,33.33%
2017,11,26,Denver,66.67%
2017,11,26,Kansas City,0.00%
2017,11,26,Pittsburgh,42.86%
2017,11,19,Philadelphia,100.00%
2017,11,19,Miami,100.00%
2017,11,19,Green Bay,33.33%
2017,11,19,Dallas,50.00%
2017,11,19,Las Vegas,50.00%
2017,11,19,New Orleans,71.43%
2017,11,19,NY Giants,66.67%
2017,11,19,Buffalo,50.00%
2017,11,19,NY Jets,0.00%
2017,11,19,Tennessee,50.00%
2017,11,19,Washington,50.00%
2017,11,19,Atlanta,75.00%
2017,11,19,Minnesota,100.00%
2017,11,19,Tampa Bay,33.33%
2017,11,19,Houston,0.00%
2017,11,19,Carolina,100.00%
2017,11,19,New England,66.67%
2017,11,19,Baltimore,50.00%
2017,11,19,Jacksonville,33.33%
2017,11,19,LA Rams,40.00%
2017,11,19,Kansas City,50.00%
2017,11,19,Detroit,100.00%
2017,11,19,Seattle,50.00%
2017,11,19,Cincinnati,50.00%
2017,11,19,San Francisco,33.33%
2017,11,19,Cleveland,50.00%
2017,11,19,Arizona,66.67%
2017,11,19,Denver,33.33%
2017,11,19,Pittsburgh,42.86%
2017,11,12,Green Bay,66.67%
2017,11,12,Philadelphia,100.00%
2017,11,12,Miami,100.00%
2017,11,12,Dallas,100.00%
2017,11,12,Las Vegas,50.00%
2017,11,12,NY Jets,75.00%
2017,11,12,Houston,0.00%
2017,11,12,New Orleans,100.00%
2017,11,12,Buffalo,100.00%
2017,11,12,NY Giants,100.00%
2017,11,12,Tampa Bay,100.00%
2017,11,12,Chicago,50.00%
2017,11,12,Washington,66.67%
2017,11,12,Jacksonville,25.00%
2017,11,12,LA Rams,80.00%
2017,11,12,Baltimore,50.00%
2017,11,12,Atlanta,100.00%
2017,11,12,Seattle,50.00%
2017,11,12,New England,25.00%
2017,11,12,Tennessee,100.00%
2017,11,12,Kansas City,50.00%
2017,11,12,San Francisco,50.00%
2017,11,12,Cincinnati,100.00%
2017,11,12,Carolina,50.00%
2017,11,12,Minnesota,60.00%
2017,11,12,Detroit,50.00%
2017,11,12,Cleveland,33.33%
2017,11,12,Denver,50.00%
2017,11,12,Arizona,66.67%
2017,11,12,Indianapolis,0.00%
2017,11,12,Pittsburgh,33.33%
2017,11,5,Green Bay,100.00%
2017,11,5,Philadelphia,100.00%
2017,11,5,Houston,66.67%
2017,11,5,Las Vegas,100.00%
2017,11,5,Dallas,40.00%
2017,11,5,NY Jets,75.00%
2017,11,5,Jacksonville,66.67%
2017,11,5,Buffalo,100.00%
2017,11,5,New Orleans,66.67%
2017,11,5,Chicago,50.00%
2017,11,5,Tampa Bay,0.00%
2017,11,5,Washington,66.67%
2017,11,5,NY Giants,100.00%
2017,11,5,Baltimore,100.00%
2017,11,5,Seattle,60.00%
2017,11,5,New England,25.00%
2017,11,5,Kansas City,0.00%
2017,11,5,LA Rams,50.00%
2017,11,5,Atlanta,33.33%
2017,11,5,San Francisco,0.00%
2017,11,5,Minnesota,60.00%
2017,11,5,Carolina,66.67%
2017,11,5,Cincinnati,33.33%
2017,11,5,Cleveland,33.33%
2017,11,5,Detroit,0.00%
2017,11,5,Denver,50.00%
2017,11,5,Indianapolis,25.00%
2017,11,5,Pittsburgh,33.33%
2017,11,5,Tennessee,0.00%
2017,11,5,Arizona,0.00%
2017,10,29,Green Bay,100.00%
2017,10,29,Kansas City,50.00%
2017,10,29,Detroit,33.33%
2017,10,29,Buffalo,66.67%
2017,10,29,Las Vegas,50.00%
2017,10,29,Philadelphia,100.00%
2017,10,29,LA Rams,71.43%
2017,10,29,Denver,33.33%
2017,10,29,Jacksonville,66.67%
2017,10,29,Cleveland,80.00%
2017,10,29,Chicago,100.00%
2017,10,29,Indianapolis,75.00%
2017,10,29,Baltimore,100.00%
2017,10,29,LA Chargers,33.33%
2017,10,29,Pittsburgh,50.00%
2017,10,29,Atlanta,50.00%
2017,10,29,NY Jets,50.00%
2017,10,29,Minnesota,60.00%
2017,10,29,New England,100.00%
2017,10,29,Dallas,100.00%
2017,10,29,Tampa Bay,100.00%
2017,10,29,San Francisco,83.33%
2017,10,29,New Orleans,66.67%
2017,10,29,Seattle,75.00%
2017,10,29,Tennessee,0.00%
2017,10,29,NY Giants,40.00%
2017,10,29,Washington,33.33%
2017,10,29,Houston,33.33%
2017,10,29,Arizona,25.00%
2017,10,29,Miami,100.00%
2017,10,29,Carolina,50.00%
2017,10,29,Cincinnati,100.00%
2017,10,22,Detroit,100.00%
2017,10,22,Kansas City,66.67%
2017,10,22,LA Chargers,66.67%
2017,10,22,Denver,100.00%
2017,10,22,Green Bay,66.67%
2017,10,22,Las Vegas,75.00%
2017,10,22,LA Rams,71.43%
2017,10,22,Pittsburgh,50.00%
2017,10,22,Atlanta,100.00%
2017,10,22,NY Jets,50.00%
2017,10,22,Jacksonville,100.00%
2017,10,22,Tennessee,75.00%
2017,10,22,Minnesota,100.00%
2017,10,22,Baltimore,75.00%
2017,10,22,Cleveland,0.00%
2017,10,22,San Francisco,83.33%
2017,10,22,Chicago,33.33%
2017,10,22,Philadelphia,40.00%
2017,10,22,Indianapolis,50.00%
2017,10,22,New England,42.86%
2017,10,22,Tampa Bay,40.00%
2017,10,22,New Orleans,66.67%
2017,10,22,Washington,50.00%
2017,10,22,NY Giants,50.00%
2017,10,22,Houston,0.00%
2017,10,22,Arizona,0.00%
2017,10,22,Dallas,33.33%
2017,10,22,Seattle,33.33%
2017,10,22,Carolina,0.00%
2017,10,22,Miami,0.00%
2017,10,22,Cincinnati,0.00%
2017,10,15,NY Jets,100.00%
2017,10,15,Kansas City,100.00%
2017,10,15,Pittsburgh,100.00%
2017,10,15,Green Bay,100.00%
2017,10,15,Detroit,100.00%
2017,10,15,LA Chargers,100.00%
2017,10,15,Philadelphia,100.00%
2017,10,15,LA Rams,75.00%
2017,10,15,Buffalo,75.00%
2017,10,15,Cleveland,66.67%
2017,10,15,Chicago,66.67%
2017,10,15,Las Vegas,66.67%
2017,10,15,Denver,60.00%
2017,10,15,Minnesota,50.00%
2017,10,15,Arizona,50.00%
2017,10,15,Indianapolis,50.00%
2017,10,15,Jacksonville,50.00%
2017,10,15,New England,50.00%
2017,10,15,Carolina,33.33%
2017,10,15,Baltimore,33.33%
2017,10,15,Houston,0.00%
2017,10,15,Atlanta,33.33%
2017,10,15,Tennessee,33.33%
2017,10,15,Dallas,25.00%
2017,10,15,New Orleans,20.00%
2017,10,15,Cincinnati,0.00%
2017,10,15,Washington,0.00%
2017,10,15,NY Giants,0.00%
2017,10,15,Seattle,0.00%
2017,10,15,San Francisco,0.00%
2017,10,8,Kansas City,100.00%
2017,10,8,New England,50.00%
2017,10,1,Tennessee,66.67%
2017,10,1,San Francisco,100.00%
2017,10,1,New Orleans,66.67%
2017,10,1,Indianapolis,75.00%
2017,10,1,Dallas,50.00%
2017,10,1,Arizona,60.00%
2017,10,1,Buffalo,50.00%
2017,10,1,Atlanta,100.00%
2017,10,1,Green Bay,100.00%
2017,10,1,New England,66.67%
2017,10,1,Jacksonville,50.00%
2017,10,1,Carolina,50.00%
2017,10,1,Las Vegas,100.00%
2017,10,1,Miami,50.00%
2017,10,1,Cleveland,50.00%
2017,10,1,Pittsburgh,33.33%
2017,10,1,Cincinnati,60.00%
2017,10,1,Baltimore,25.00%
2017,10,1,Tampa Bay,33.33%
2017,10,1,LA Chargers,40.00%
2017,10,1,NY Giants,0.00%
2017,10,1,Chicago,25.00%
2017,10,1,Philadelphia,50.00%
2017,10,1,Seattle,33.33%
2017,10,1,Kansas City,100.00%
2017,10,1,LA Rams,0.00%
2017,10,1,Denver,66.67%
2017,10,1,Minnesota,75.00%
2017,10,1,Washington,50.00%
2017,10,1,Houston,33.33%
2017,10,1,NY Jets,28.57%
2017,9,24,Detroit,100.00%
2017,9,24,Kansas City,66.67%
2017,9,24,LA Chargers,66.67%
2017,9,24,Denver,100.00%
2017,9,24,Green Bay,66.67%
2017,9,24,Las Vegas,75.00%
2017,9,24,LA Rams,71.43%
2017,9,24,Pittsburgh,50.00%
2017,9,24,Atlanta,100.00%
2017,9,24,NY Jets,50.00%
2017,9,24,Jacksonville,100.00%
2017,9,24,Tennessee,75.00%
2017,9,24,Minnesota,100.00%
2017,9,24,Baltimore,75.00%
2017,9,24,Cleveland,0.00%
2017,9,24,San Francisco,83.33%
2017,9,24,Chicago,33.33%
2017,9,24,Philadelphia,40.00%
2017,9,24,Indianapolis,50.00%
2017,9,24,New England,42.86%
2017,9,24,Tampa Bay,40.00%
2017,9,24,New Orleans,66.67%
2017,9,24,Washington,50.00%
2017,9,24,NY Giants,50.00%
2017,9,24,Houston,0.00%
2017,9,24,Arizona,0.00%
2017,9,24,Dallas,33.33%
2017,9,24,Seattle,33.33%
2017,9,24,Carolina,0.00%
2017,9,24,Miami,0.00%
2017,9,24,Cincinnati,0.00%
2017,9,17,NY Jets,100.00%
2017,9,17,Kansas City,100.00%
2017,9,17,Pittsburgh,100.00%
2017,9,17,Green Bay,100.00%
2017,9,17,Detroit,100.00%
2017,9,17,LA Chargers,100.00%
2017,9,17,Philadelphia,100.00%
2017,9,17,LA Rams,75.00%
2017,9,17,Buffalo,75.00%
2017,9,17,Cleveland,66.67%
2017,9,17,Chicago,66.67%
2017,9,17,Las Vegas,66.67%
2017,9,17,Denver,60.00%
2017,9,17,Minnesota,50.00%
2017,9,17,Arizona,50.00%
2017,9,17,Indianapolis,50.00%
2017,9,17,Jacksonville,50.00%
2017,9,17,New England,50.00%
2017,9,17,Carolina,33.33%
2017,9,17,Baltimore,33.33%
2017,9,17,Houston,0.00%
2017,9,17,Atlanta,33.33%
2017,9,17,Tennessee,33.33%
2017,9,17,Dallas,25.00%
2017,9,17,New Orleans,20.00%
2017,9,17,Cincinnati,0.00%
2017,9,17,Washington,0.00%
2017,9,17,NY Giants,0.00%
2017,9,17,Seattle,0.00%
2017,9,17,San Francisco,0.00%
2017,9,10,Kansas City,100.00%
2017,9,10,New England,50.00%
2017,9,3,Tennessee,66.67%
2017,9,3,San Francisco,100.00%
2017,9,3,New Orleans,66.67%
2017,9,3,Indianapolis,75.00%
2017,9,3,Dallas,50.00%
2017,9,3,Arizona,60.00%
2017,9,3,Buffalo,50.00%
2017,9,3,Atlanta,100.00%
2017,9,3,Green Bay,100.00%
2017,9,3,New England,66.67%
2017,9,3,Jacksonville,50.00%
2017,9,3,Carolina,50.00%
2017,9,3,Las Vegas,100.00%
2017,9,3,Miami,50.00%
2017,9,3,Cleveland,50.00%
2017,9,3,Pittsburgh,33.33%
2017,9,3,Cincinnati,60.00%
2017,9,3,Baltimore,25.00%
2017,9,3,Tampa Bay,33.33%
2017,9,3,LA Chargers,40.00%
2017,9,3,NY Giants,0.00%
2017,9,3,Chicago,25.00%
2017,9,3,Philadelphia,50.00%
2017,9,3,Seattle,33.33%
2017,9,3,Kansas City,100.00%
2017,9,3,LA Rams,0.00%
2017,9,3,Denver,66.67%
2017,9,3,Minnesota,75.00%
2017,9,3,Washington,50.00%
2017,9,3,Houston,33.33%
2017,9,3,NY Jets,28.57%
2017,2,26,Tennessee,66.67%
2017,2,26,San Francisco,100.00%
2017,2,26,New Orleans,66.67%
2017,2,26,Indianapolis,75.00%
2017,2,26,Dallas,50.00%
2017,2,26,Arizona,60.00%
2017,2,26,Buffalo,50.00%
2017,2,26,Atlanta,100.00%
2017,2,26,Green Bay,100.00%
2017,2,26,New England,66.67%
2017,2,26,Jacksonville,50.00%
2017,2,26,Carolina,50.00%
2017,2,26,Las Vegas,100.00%
2017,2,26,Miami,50.00%
2017,2,26,Cleveland,50.00%
2017,2,26,Pittsburgh,33.33%
2017,2,26,Cincinnati,60.00%
2017,2,26,Baltimore,25.00%
2017,2,26,Tampa Bay,33.33%
2017,2,26,LA Chargers,40.00%
2017,2,26,NY Giants,0.00%
2017,2,26,Chicago,25.00%
2017,2,26,Philadelphia,50.00%
2017,2,26,Seattle,33.33%
2017,2,26,Kansas City,100.00%
2017,2,26,LA Rams,0.00%
2017,2,26,Denver,66.67%
2017,2,26,Minnesota,75.00%
2017,2,26,Washington,50.00%
2017,2,26,Houston,33.33%
2017,2,26,NY Jets,28.57%
2017,2,19,Tennessee,66.67%
2017,2,19,San Francisco,100.00%
2017,2,19,New Orleans,66.67%
2017,2,19,Indianapolis,75.00%
2017,2,19,Dallas,50.00%
2017,2,19,Arizona,60.00%
2017,2,19,Buffalo,50.00%
2017,2,19,Atlanta,100.00%
2017,2,19,Green Bay,100.00%
2017,2,19,New England,66.67%
2017,2,19,Jacksonville,50.00%
2017,2,19,Carolina,50.00%
2017,2,19,Las Vegas,100.00%
2017,2,19,Miami,50.00%
2017,2,19,Cleveland,50.00%
2017,2,19,Pittsburgh,33.33%
2017,2,19,Cincinnati,60.00%
2017,2,19,Baltimore,25.00%
2017,2,19,Tampa Bay,33.33%
2017,2,19,LA Chargers,40.00%
2017,2,19,NY Giants,0.00%
2017,2,19,Chicago,25.00%
2017,2,19,Philadelphia,50.00%
2017,2,19,Seattle,33.33%
2017,2,19,Kansas City,100.00%
2017,2,19,LA Rams,0.00%
2017,2,19,Denver,66.67%
2017,2,19,Minnesota,75.00%
2017,2,19,Washington,50.00%
2017,2,19,Houston,33.33%
2017,2,19,NY Jets,28.57%
2017,2,12,Tennessee,66.67%
2017,2,12,San Francisco,100.00%
2017,2,12,New Orleans,66.67%
2017,2,12,Indianapolis,75.00%
2017,2,12,Dallas,50.00%
2017,2,12,Arizona,60.00%
2017,2,12,Buffalo,50.00%
2017,2,12,Atlanta,100.00%
2017,2,12,Green Bay,100.00%
2017,2,12,New England,66.67%
2017,2,12,Jacksonville,50.00%
2017,2,12,Carolina,50.00%
2017,2,12,Las Vegas,100.00%
2017,2,12,Miami,50.00%
2017,2,12,Cleveland,50.00%
2017,2,12,Pittsburgh,33.33%
2017,2,12,Cincinnati,60.00%
2017,2,12,Baltimore,25.00%
2017,2,12,Tampa Bay,33.33%
2017,2,12,LA Chargers,40.00%
2017,2,12,NY Giants,0.00%
2017,2,12,Chicago,25.00%
2017,2,12,Philadelphia,50.00%
2017,2,12,Seattle,33.33%
2017,2,12,Kansas City,100.00%
2017,2,12,LA Rams,0.00%
2017,2,12,Denver,66.67%
2017,2,12,Minnesota,75.00%
2017,2,12,Washington,50.00%
2017,2,12,Houston,33.33%
2017,2,12,NY Jets,28.57%
2017,2,5,Tennessee,66.67%
2017,2,5,San Francisco,100.00%
2017,2,5,New Orleans,66.67%
2017,2,5,Indianapolis,75.00%
2017,2,5,Dallas,50.00%
2017,2,5,Arizona,60.00%
2017,2,5,Buffalo,50.00%
2017,2,5,Green Bay,100.00%
2017,2,5,New England,60.00%
2017,2,5,Atlanta,83.33%
2017,2,5,Jacksonville,50.00%
2017,2,5,Carolina,50.00%
2017,2,5,Las Vegas,100.00%
2017,2,5,Miami,50.00%
2017,2,5,Cleveland,50.00%
2017,2,5,Pittsburgh,33.33%
2017,2,5,Cincinnati,60.00%
2017,2,5,Baltimore,25.00%
2017,2,5,Tampa Bay,33.33%
2017,2,5,LA Chargers,40.00%
2017,2,5,NY Giants,0.00%
2017,2,5,Chicago,25.00%
2017,2,5,Philadelphia,50.00%
2017,2,5,Seattle,33.33%
2017,2,5,Kansas City,100.00%
2017,2,5,LA Rams,0.00%
2017,2,5,Denver,66.67%
2017,2,5,Minnesota,75.00%
2017,2,5,Washington,50.00%
2017,2,5,Houston,33.33%
2017,2,5,NY Jets,28.57%
2017,1,29,Tennessee,66.67%
2017,1,29,Dallas,100.00%
2017,1,29,New Orleans,60.00%
2017,1,29,San Francisco,100.00%
2017,1,29,Buffalo,60.00%
2017,1,29,Arizona,100.00%
2017,1,29,Indianapolis,100.00%
2017,1,29,New England,66.67%
2017,1,29,Jacksonville,50.00%
2017,1,29,Atlanta,33.33%
2017,1,29,Carolina,0.00%
2017,1,29,Green Bay,75.00%
2017,1,29,Las Vegas,100.00%
2017,1,29,Pittsburgh,75.00%
2017,1,29,Miami,66.67%
2017,1,29,Cleveland,66.67%
2017,1,29,NY Giants,20.00%
2017,1,29,Baltimore,40.00%
2017,1,29,Detroit,75.00%
2017,1,29,Chicago,66.67%
2017,1,29,Tampa Bay,66.67%
2017,1,29,LA Chargers,50.00%
2017,1,29,LA Rams,100.00%
2017,1,29,Philadelphia,0.00%
2017,1,29,Seattle,40.00%
2017,1,29,Kansas City,66.67%
2017,1,29,Washington,57.14%
2017,1,29,Denver,100.00%
2017,1,29,Minnesota,50.00%
2017,1,29,Houston,0.00%
2017,1,29,NY Jets,0.00%
2017,1,22,Tennessee,100.00%
2017,1,22,New Orleans,80.00%
2017,1,22,Buffalo,57.14%
2017,1,22,Dallas,50.00%
2017,1,22,Indianapolis,66.67%
2017,1,22,San Francisco,100.00%
2017,1,22,Arizona,100.00%
2017,1,22,Carolina,25.00%
2017,1,22,New England,50.00%
2017,1,22,Atlanta,80.00%
2017,1,22,Jacksonville,50.00%
2017,1,22,NY Giants,100.00%
2017,1,22,Green Bay,40.00%
2017,1,22,Baltimore,66.67%
2017,1,22,Miami,100.00%
2017,1,22,Pittsburgh,20.00%
2017,1,22,Las Vegas,14.29%
2017,1,22,Cleveland,33.33%
2017,1,22,Cincinnati,50.00%
2017,1,22,LA Chargers,50.00%
2017,1,22,Chicago,60.00%
2017,1,22,Tampa Bay,33.33%
2017,1,22,Detroit,0.00%
2017,1,22,Philadelphia,40.00%
2017,1,22,Seattle,66.67%
2017,1,22,LA Rams,0.00%
2017,1,22,Kansas City,25.00%
2017,1,22,Washington,33.33%
2017,1,22,Denver,0.00%
2017,1,22,Minnesota,0.00%
2017,1,22,Houston,33.33%
2017,1,22,NY Jets,0.00%
2017,1,15,Tennessee,50.00%
2017,1,15,Buffalo,100.00%
2017,1,15,Carolina,50.00%
2017,1,15,New Orleans,0.00%
2017,1,15,Indianapolis,33.33%
2017,1,15,New England,75.00%
2017,1,15,Jacksonville,50.00%
2017,1,15,San Francisco,100.00%
2017,1,15,Las Vegas,25.00%
2017,1,15,Arizona,66.67%
2017,1,15,Atlanta,100.00%
2017,1,15,Pittsburgh,50.00%
2017,1,15,Green Bay,100.00%
2017,1,15,NY Giants,0.00%
2017,1,15,Cleveland,50.00%
2017,1,15,Baltimore,50.00%
2017,1,15,Detroit,50.00%
2017,1,15,Cincinnati,75.00%
2017,1,15,Tampa Bay,50.00%
2017,1,15,LA Chargers,66.67%
2017,1,15,Miami,50.00%
2017,1,15,LA Rams,66.67%
2017,1,15,Chicago,0.00%
2017,1,15,Philadelphia,25.00%
2017,1,15,Seattle,0.00%
2017,1,15,Kansas City,100.00%
2017,1,15,Denver,33.33%
2017,1,15,Minnesota,40.00%
2017,1,15,Washington,100.00%
2017,1,15,Houston,20.00%
2017,1,15,NY Jets,50.00%
2017,1,8,Tennessee,50.00%
2017,1,8,Carolina,0.00%
2017,1,8,New Orleans,33.33%
2017,1,8,Dallas,100.00%
2017,1,8,Indianapolis,50.00%
2017,1,8,Buffalo,60.00%
2017,1,8,Las Vegas,75.00%
2017,1,8,New England,50.00%
2017,1,8,Pittsburgh,0.00%
2017,1,8,Arizona,66.67%
2017,1,8,NY Giants,50.00%
2017,1,8,San Francisco,0.00%
2017,1,8,Atlanta,50.00%
2017,1,8,Baltimore,100.00%
2017,1,8,Cleveland,33.33%
2017,1,8,Detroit,20.00%
2017,1,8,Green Bay,66.67%
2017,1,8,Philadelphia,100.00%
2017,1,8,Tampa Bay,40.00%
2017,1,8,Miami,50.00%
2017,1,8,Chicago,75.00%
2017,1,8,LA Chargers,100.00%
2017,1,8,Cincinnati,50.00%
2017,1,8,LA Rams,100.00%
2017,1,8,Seattle,33.33%
2017,1,8,Denver,50.00%
2017,1,8,Minnesota,33.33%
2017,1,8,Houston,100.00%
2017,1,8,Kansas City,100.00%
2017,1,8,Washington,50.00%
2017,1,8,NY Jets,0.00%
2017,1,1,Tennessee,50.00%
2017,1,1,Carolina,100.00%
2017,1,1,New Orleans,100.00%
2017,1,1,Indianapolis,33.33%
2017,1,1,Buffalo,100.00%
